timestamp,Accx,Accy,Accz
17280,0.1,-0.007,1.02
17320,0.089,-0.116,1.09
17360,0.083,-0.266,1.103
17400,0.119,-0.3,1.052
17440,0.071,-0.294,0.998
17480,0.01,-0.306,0.895
17520,-0.013,-0.257,0.827
17560,-0.03,-0.209,0.759
17600,-0.078,-0.148,0.679
17640,-0.153,0.015,0.616
17680,-0.253,0.22,0.604
17720,-0.303,0.38,0.721
17760,-0.333,0.569,0.935
17800,-0.283,0.434,1.208
17840,-0.269,0.178,1.202
17880,-0.318,-0.139,0.96
17920,-0.395,-0.142,0.871
17960,-0.396,0.095,0.961
18000,-0.385,0.01,0.972
18040,-0.326,-0.323,0.916
18080,-0.256,-0.382,0.937
18120,-0.211,-0.252,0.897
18160,-0.202,-0.148,0.758
18200,-0.218,-0.06,0.626
18240,-0.23,0.006,0.587
18280,-0.239,0.084,0.587
18320,-0.289,0.171,0.596
18360,-0.291,0.318,0.679
18400,-0.289,0.367,0.792
18440,-0.274,0.458,0.937
18480,-0.354,0.607,1.096
18520,-0.311,0.645,1.182
18560,-0.247,0.514,1.257
18600,-0.129,0.392,1.233
18640,-0.013,0.189,1.09
18680,0.06,0.107,0.977
18720,0.124,0.038,0.906
18760,0.185,-0.075,0.842
18800,0.177,-0.079,0.806
18840,0.153,-0.08,0.876
18880,0.184,-0.075,1.009
18920,0.158,-0.078,1.192
18960,0.142,-0.029,1.312
19000,0.172,0.006,1.353
19040,0.164,0.095,1.267
19080,0.138,0.131,1.169
19120,0.142,0.245,1.134
19160,0.115,0.296,1.155
19200,0.098,0.426,1.27
19240,0.122,0.45,1.281
19280,0.095,0.486,1.187
19320,0.122,0.598,1.143
19360,0.12,0.534,1.032
19400,0.059,0.564,0.886
19440,0.063,0.451,0.799
19480,0.109,0.335,0.792
19520,0.118,0.32,0.848
19560,0.091,0.17,0.902
19600,0.018,0.026,1.018
19640,-0.018,-0.011,1.063
19680,-0.013,-0.084,1.127
19720,0.043,-0.178,1.113
19760,0.025,-0.235,1.086
19800,0.055,-0.296,1.015
19840,-0.013,-0.249,0.909
19880,-0.04,-0.228,0.821
19920,-0.085,-0.228,0.741
19960,-0.159,-0.129,0.674
20000,-0.233,0.015,0.637
20040,-0.274,0.098,0.666
20080,-0.289,0.16,0.715
20120,-0.392,0.534,0.868
20160,-0.449,0.591,1.044
20200,-0.483,0.478,1.042
20240,-0.437,0.207,0.933
20280,-0.288,-0.122,0.95
20320,-0.261,0.096,1.008
20360,-0.341,0.011,0.975
20400,-0.302,-0.222,0.968
20440,-0.27,-0.32,0.94
20480,-0.199,-0.304,0.854
20520,-0.158,-0.151,0.781
20560,-0.188,-0.043,0.677
20600,-0.246,0.046,0.644
20640,-0.229,0.093,0.667
20680,-0.182,0.225,0.663
20720,-0.242,0.293,0.668
20760,-0.292,0.467,0.779
20800,-0.306,0.539,0.905
20840,-0.289,0.589,1.018
20880,-0.231,0.614,1.203
20920,-0.159,0.544,1.218
20960,-0.096,0.311,1.109
21000,0.032,0.24,1.022
21040,0.122,0.104,0.894
21080,0.118,-0.061,0.814
21120,0.182,0.024,0.868
21160,0.165,-0.045,0.881
21200,0.164,-0.066,0.993
21240,0.229,0.001,1.141
21280,0.223,-0.017,1.272
21320,0.24,0.093,1.377
21360,0.221,0.1,1.381
21400,0.167,0.184,1.31
21440,0.104,0.352,1.203
21480,0.052,0.374,1.163
21520,0.066,0.462,1.203
21560,0.055,0.574,1.192
21600,0.05,0.62,1.085
21640,0.043,0.585,1.027
21680,0.131,0.551,0.957
21720,0.047,0.503,0.833
21760,-0.015,0.411,0.767
21800,0.05,0.282,0.822
21840,0.129,0.173,0.876
21880,0.059,0.086,0.964
21920,0.009,-0.011,1.054
21960,0.003,-0.182,1.111
22000,-0.009,-0.214,1.171
22040,0.131,-0.274,1.189
22080,0.145,-0.331,1.141
22120,0.055,-0.29,0.983
22160,-0.02,-0.293,0.833
22200,-0.086,-0.21,0.745
22240,-0.135,-0.118,0.687
22280,-0.183,0.01,0.656
22320,-0.264,0.235,0.651
22360,-0.323,0.324,0.66
22400,-0.383,0.445,0.787
22440,-0.392,0.597,1
22480,-0.407,0.548,1.115
22520,-0.34,0.034,1.025
22560,-0.294,-0.287,0.881
22600,-0.324,-0.01,0.905
22640,-0.324,-0.021,0.958
22680,-0.287,-0.127,1.009
22720,-0.31,-0.19,0.939
22760,-0.284,-0.215,0.874
22800,-0.255,-0.202,0.804
22840,-0.225,-0.112,0.747
22880,-0.167,-0.04,0.696
22920,-0.162,0.007,0.669
22960,-0.181,0.132,0.633
23000,-0.207,0.226,0.664
23040,-0.206,0.417,0.75
23080,-0.303,0.553,0.894
23120,-0.345,0.685,1.055
23160,-0.243,0.686,1.23
23200,-0.107,0.517,1.166
23240,-0.12,0.315,1.069
23280,0.08,0.238,0.981
23320,0.157,0.139,0.855
23360,0.051,0.046,0.824
23400,0.138,0.058,0.87
23440,0.155,0.056,0.92
23480,0.165,-0.002,1.056
23520,0.211,-0.008,1.168
23560,0.189,-0.01,1.29
23600,0.237,0.001,1.378
23640,0.234,0.098,1.343
23680,0.145,0.119,1.288
23720,0.149,0.238,1.197
23760,0.094,0.299,1.16
23800,0.116,0.405,1.178
23840,0.105,0.473,1.215
23880,0.067,0.585,1.188
23920,0.038,0.711,1.133
23960,0.074,0.627,0.959
24000,0.075,0.566,0.85
24040,0.124,0.467,0.739
24080,0.07,0.364,0.675
24120,0.058,0.266,0.704
24160,0.108,0.15,0.833
24200,0.074,0.062,0.93
24240,-0.032,-0.005,1.099
24280,-0.043,-0.135,1.226
24320,-0.011,-0.132,1.294
24360,0.033,-0.195,1.256
24400,0.05,-0.225,1.179
24440,-0.043,-0.235,1.007
24480,-0.085,-0.236,0.882
24520,-0.103,-0.186,0.816
24560,-0.138,-0.136,0.742
24600,-0.177,-0.064,0.666
24640,-0.253,0.09,0.637
24680,-0.275,0.184,0.641
24720,-0.317,0.384,0.759
24760,-0.409,0.656,0.889
24800,-0.495,0.703,0.939
24840,-0.467,0.351,0.877
24880,-0.373,-0.033,0.832
24920,-0.243,-0.228,0.891
24960,-0.284,0.032,0.961
25000,-0.339,-0.015,1.028
25040,-0.323,-0.076,1.042
25080,-0.265,-0.198,0.973
25120,-0.222,-0.208,0.817
25160,-0.195,-0.11,0.714
25200,-0.244,0.101,0.663
25240,-0.271,0.12,0.629
25280,-0.296,0.274,0.614
25320,-0.311,0.345,0.603
25360,-0.313,0.345,0.602
25400,-0.378,0.558,0.69
25440,-0.38,0.553,0.863
25480,-0.285,0.602,1.061
25520,-0.259,0.657,1.205
25560,-0.15,0.564,1.216
25600,-0.049,0.445,1.168
25640,0.028,0.342,1.097
25680,0.095,0.214,0.954
25720,0.14,0.084,0.842
25760,0.129,-0.012,0.805
25800,0.189,0,0.835
25840,0.206,-0.036,0.917
25880,0.228,-0.035,1.081
25920,0.232,0.087,1.227
25960,0.224,0.04,1.274
26000,0.257,0.028,1.301
26040,0.248,0.17,1.249
26080,0.22,0.266,1.146
