timestamp,Accx,Accy,Accz
7840,-0.059,-0.284,0.982
7880,-0.047,-0.347,1.124
7920,0.089,-0.359,1.291
7960,0.08,-0.394,1.388
8000,0.118,-0.29,1.351
8040,0.122,-0.199,1.096
8080,0.107,-0.082,0.873
8120,0.025,0.347,0.915
8160,-0.076,0.675,1.034
8200,0.077,0.837,1.122
8240,0.17,0.268,1.014
8280,0.281,-0.05,1.092
8320,0.206,-0.014,1.024
8360,-0.052,0.2,1.039
8400,-0.044,0.21,1.201
8440,0.092,0.143,1.391
8480,0.052,0.389,1.48
8520,-0.089,0.04,1.323
8560,-0.116,0.128,1.327
8600,-0.118,0.044,1.236
8640,-0.153,-0.178,1.022
8680,-0.172,-0.024,1.037
8720,-0.103,-0.194,0.821
8760,-0.177,-0.227,0.758
8800,-0.168,-0.233,0.805
8840,-0.14,-0.464,0.557
8880,-0.169,-0.388,0.686
8920,-0.148,-0.42,0.632
8960,-0.104,-0.428,0.634
9000,-0.099,-0.344,0.729
9040,-0.124,-0.264,0.728
9080,-0.246,-0.005,0.728
9120,-0.289,0.107,0.754
9160,-0.242,0.222,0.744
9200,-0.185,0.399,0.647
9240,-0.269,0.32,0.519
9280,-0.253,0.191,0.5
9320,-0.267,0.093,0.629
9360,-0.26,0.153,0.943
9400,-0.281,0.121,1.333
9440,-0.276,0.281,1.696
9480,-0.178,0.255,1.69
9520,-0.135,0.18,1.269
9560,-0.114,0.304,1.044
9600,-0.115,0.347,0.959
9640,-0.104,0.302,0.975
9680,-0.091,0.194,1.011
9720,-0.083,0.122,1.019
9760,-0.043,-0.021,0.969
9800,0.008,-0.16,0.89
9840,-0.01,-0.254,0.848
9880,0.054,-0.266,0.824
9920,0.054,-0.198,0.731
9960,-0.057,-0.16,0.787
10000,-0.002,-0.191,0.78
10040,-0.012,-0.211,0.87
10080,-0.066,-0.295,1.02
10120,0.012,-0.451,1.122
10160,0.085,-0.563,1.323
10200,0.154,-0.581,1.256
10240,0.123,-0.351,1.067
10280,0.082,-0.135,0.943
10320,0.072,0.228,1.021
10360,0.037,0.646,1.196
10400,0.049,0.644,1.178
10440,0.185,0.276,0.958
10480,0.214,0.041,0.976
10520,0.225,-0.091,1.111
10560,0.1,0.083,1.281
10600,0.031,0.124,1.305
10640,-0.056,0.093,1.235
10680,-0.073,0.308,1.35
10720,-0.156,0.1,1.368
10760,-0.114,0.074,1.312
10800,-0.161,-0.05,1.289
10840,-0.121,-0.097,1.08
10880,-0.123,-0.154,1.014
10920,-0.055,-0.242,0.883
10960,-0.062,-0.211,0.839
11000,-0.126,-0.266,0.723
11040,-0.161,-0.355,0.615
11080,-0.174,-0.331,0.608
